_source,job_title,job_level,job_dimension,skills_filtered,job_skills,salary_min,salary_max,salary_mid
Consulting,"Applications Consultant -D365 BC - Cherry Hill, NJ - $130k",Mid senior,Communication,"['microsoft dynamics 365', 'power bi', 'erp', 'implementation', 'support', 'business intelligence', 'finance', 'warehousing', 'production', 'case management', 'escalation', 'communication']","Dynamics 365 Business Central, Microsoft Dynamics 365, Microsoft Dynamics NAV (RTC or Classic), Power BI, ERP, Implementation, Support, Business Intelligence, Finance, Warehousing, Production, Case management, Remote assistance, Escalation, Communication, Technical concepts, Financial processes, Operations processes",130000.0,130000.0,130000.0
Consulting,"Pharmacy Benefits Manager Pricing Strategy Analyst, Senior",Mid senior,Data & Analytics,"['pharmacy', 'pricing strategy', 'client retention', 'underwriting', 'data analysis', 'mba']","PBM, Pharmacy, Pricing Strategy, Revenue Maximization, Margin Revenue Management, Client Retention, Financial and Actuarial Modeling, Underwriting, Data Analysis, Microsoft Excel Modeling, VBA Coding, SQL Coding, SAS Coding, MBA, Profit and loss Statement, RFP Review and Approval, Pricing and Negotiation Strategies, BA/BS in Finance, 3+ Years Experience with PBM, Salary Range: $68780.00 to $130320.00",68780.0,130320.0,99550.0
Consulting,Automotive Business Consultant,Mid senior,Business Development & Customer Acquisition,"['automotive industry', 'consulting services', 'dealership management', 'sales', 'service', 'marketing', 'business development', 'parts', 'high school diploma or equivalent', 'bachelors degree preferred', 'referral bonuses', 'promotion from within']","Automotive industry knowledge, Consulting services, Dealership management, Sales, Service, Marketing, Business development, Finance and insurance, Parts, Fixed operations, High School Diploma or equivalent, Bachelor's degree (preferred), Willingness to travel extensively overnight, Medical dental vision life insurance and a health savings account, 401(k) with up to 6% matching, Paid vacation and sick days, Eight paid holidays, Referral bonuses, Working remotely, Professional development and training, Promotion from within, $55000 – $75000 / year salary",55000.0,75000.0,65000.0
Consulting,"Insurance, Annuity & Financial Advisors: PreSet Appts 100k to 300k",Associate,Business Development & Customer Acquisition,"['financial planning', 'client meetings', 'financial advisor', 'estate planning', 'commissions', 'appointment scheduling', 'strong work ethic', 'client engagement', 'career growth']","Annuity Sales, Financial Planning, Insurance License (Health Life), Series 65 License (or equivalent: Series 7 & 66 or ChFC designation), Clean U4 Record, Strong Sales Skills, NeedsBased Approach to Selling, Microsoft Office Suite (Outlook Word Excel PowerPoint), Travel (within Home State), Client Meetings, Financial Advisor, Financial Success, Estate Planning, Commissions, Appointment Scheduling, BackOffice Support, Strong Work Ethic, Client Engagement, Financial Impact, Career Growth",100000.0,300000.0,200000.0
Consulting,EY-Parthenon - Strategy Realized - Healthcare - Director,Mid senior,Project Management,"['strategy consulting', 'business analysis', 'project management', 'team leadership', 'mentoring', 'financial modeling', 'market research', 'customer research', 'transaction advisory', 'due diligence', 'risk assessment', 'communication', 'problem solving', 'facilitation', 'time management', 'travel flexibility', 'bachelors degree', 'graduate degree', 'english proficiency', 'team player', 'adaptability', 'flexible vacation policy', 'diverse and inclusive culture']","Strategy consulting, Business analysis, Project management, Team leadership, Mentoring, Financial modeling, Market research, Customer research, Macroeconomic forecasting, Portfolio optimization, Transaction advisory, Due diligence, Risk assessment, Communication skills, Problemsolving skills, Facilitation skills, Time management skills, Travel flexibility, Bachelor's degree, Graduate degree, 35 years of related work experience, MBA (preferred), English proficiency, Quantitative and qualitative analysis skills, Team player, Adaptability, EY benefits package, Salary range: $205000 to $235000, Comprehensive compensation and benefits package, Flexible vacation policy, Paid time off options, Continuous learning opportunities, Diverse and inclusive culture",205000.0,235000.0,220000.0
Consulting,"Commercial Energy Consultant-$41,600 Base Plus Bonuses",Mid senior,Negotiation,"['client consultation', 'negotiation', 'market research', 'proposal development', 'client relationship management', 'contract management', 'data analysis', 'financial analysis', 'communication', 'salesforce', 'google', 'microsoft office', 'fastpaced environment', 'high school diploma', 'ged']","* Client Consultation, * Energy Analysis, * Negotiation, * Market Research, * Proposal Development, * Client Relationship Management, * Contract Management, * Energy Market Dynamics, * Regulatory Frameworks, * Energy Pricing, * Data Analysis, * Financial Analysis, * Communication Skills, * Contract Analysis, * Salesforce, * Google, * Microsoft Office Suite, * Fastpaced Environment, * Multiple Client Relationships, * High School Diploma, * GED, * Business Coursework, * Finance Coursework, * Energy Brokerage, * Energy Procurement, * Commercial Energy, * Relocation",41600.0,41600.0,41600.0
Consulting,Service Advisor,Mid senior,Teamwork,"['automotive service advisor', 'customer service', 'teamwork', 'uk driving license', 'automotive service advisor']","Automotive Service Advisor, Customer Service, Teamwork, UK Driving License, Automotive Service Advisor Experience, Up to 26k Basic Salary, Upto 31k OTE (On Target Earnings), Monday to Friday 8am to 6pm, 1 in 4 Saturdays 8am to 12pm, 20 Days Holiday Plus Bank Holidays, Ongoing Manufacturer Training and Support, Referral Scheme",31000.0,31000.0,31000.0
Consulting,Optical Sales Consultant - Chicago,Mid senior,MS Office,"['consultative sales', 'territory management', 'crossselling', 'excel', 'data analysis', 'training and development', 'bachelors degree', 'sales', 'territory management']","Consultative sales, Facetoface interactions, Key accounts management, Territory management, Crossselling, Customer service agreements, Quarterly business reviews, HubSpot (CRM), Excel, Data analysis, Territory Business Plan, ECP meetings, Lead followup, Industry information, Training and development, Sales policy and guidelines, Bachelor's Degree, Sales experience, PC usage, Client Relationship Management (CRM) software, Experience calling on Eye Care Professionals, Experience promoting Vision Care products, Territory management experience, Sales or marketing role, Sales achievement, US base pay range: $70000 to $80000, Benefits: medical dental vision life insurance 401k tuition reimbursement eyewear discounts, Time off benefits: vacation sick time holiday pay birthday PTO, Reasonable accommodations for individuals with disabilities",70000.0,80000.0,75000.0
Consulting,Project Geologist (Pr) - Environmental Consulting,Mid senior,Analytical Thinking,"['geology', 'environmental consulting', 'geology', 'technical support', 'regulations', 'bachelors degree', 'geology', 'environmental science', 'environmental consulting', 'analytical skills', 'problem solving', 'communication', 'teamwork', 'training development']","Project Geologist, Geology, Environmental Consulting, Geologic evaluations, Sampling and monitoring plans, Field investigations, Soil water air samples, Geology, Environmental data, Technical support, Environmental laws, Regulations, Remediation plans, Bachelor's degree, Geology, Environmental Science, Environmental consulting, CERCLA, RCRA, Analytical skills, Problemsolving, Communication skills, Teamwork, $100K/yr  $130K/yr, Retirement Plan (401k IRA), Family Leave (Maternity Paternity), Training & Development",130000.0,130000.0,130000.0
Consulting,CAMHS Consultant Psychiatrist,Mid senior,Leadership,"['camhs', 'psychiatry', 'child and adolescent psychiatry', 'assessment', 'management', 'medication management', 'quality assurance', 'cpa', 'nhs', 'clinical care', 'gmc registration', 'full time', 'annual leave', 'free meals', 'wellbeing support', 'career development', 'training', 'pension contribution', 'life assurance', 'enhanced maternity package']","CAMHS, Psychiatry, Child and Adolescent Psychiatry, Assessment, Management, Medication Management, Quality Assurance, Complaints, Coproduction, NICE Guidance, CPA, ICR, NHS, Clinical Care, Registrar, GMC Registration, Permanent, Full Time, 37.5 Hours per Week, Salary: £160000, Working from Home, Annual Leave, Free Meals, Parking, Wellbeing Support, Activities, Career Development, Training, Pension Contribution, Life Assurance, Enhanced Maternity Package",160000.0,160000.0,160000.0
Consulting,Bilingual Outside Sales Consultant,Mid senior,Business Development & Customer Acquisition,"['sales', 'business development', 'account management', 'customer relationship management', 'consultative selling', 'customer satisfaction', 'oral and written communication', 'presentation', 'selfmotivated', 'followthrough', 'training', 'health insurance', 'dental insurance', 'vision insurance', 'life insurance', 'paid holidays', 'pto', 'vacation']","Sales, Business Development, Account Management, Customer Relationship Management, Consultative Selling, ValueBased Selling, Strategic Business Skills, Revenue and Profit Generation, Customer Satisfaction, Oral and Written Communication, Presentation Skills, Windows Operating System, MS Office Suite (Excel Outlook), GoalDriven, SelfMotivated, FollowThrough Skills, Training, Sales Training Program, Principles of Sales, Health Insurance, Dental Insurance, Vision Insurance, Life Insurance, ShortTerm Disability Coverage, 401K with Company Matching, Paid Holidays, PTO, Vacation, Salary: $75000.00 – first year, Unlimited Commission, Gas Allowance",75000.0,75000.0,75000.0
Consulting,"Insurance, Annuity & Financial Advisors: PreSet Appts 100k to 300k",Associate,MS Office,"['financial planning', 'series 65 license', 'microsoft office', 'travel', 'sales']","Financial Planning, Annuity Sales, Health and Life Insurance License, Series 65 License, Clean U4 Record, Microsoft Office Suite, Travel, Face to Face Meetings, Sales Ability, NeedsBased Approach",100000.0,300000.0,200000.0
Consulting,"Insurance, Annuity & Financial Advisors: PreSet Appts $100k to $300k",Associate,Negotiation,"['client relationship management', 'sales', 'financial planning', 'estate planning', 'problem solving', 'communication', 'cold calling', 'negotiation', 'time management', 'organization', 'attention to detail', 'active listening']","Active Health and Life insurance license, Series 65 license or willingness to obtain within 90 days, Clean U4 record, Facetoface client meetings, Proven sales ability, Needsbased approach, Proficiency in Microsoft Office (Outlook Word Excel PowerPoint), Client relationship management, Sales skills, Financial planning, Annuity sales, Estate planning, Basic legal and tax knowledge, Problemsolving skills, Communication skills, Cold calling, Negotiation skills, Time management skills, Organizational skills, Attention to detail, Active listening skills",100000.0,300000.0,200000.0
Consulting,Established/Senior Recruitment Consultant,Mid senior,Attention to Detail,"['recruitment', 'education', 'learning', 'hr', 'finance', 'payroll', 'headhunting', 'microsoft office', 'communication', 'communication', 'team work', 'selfmotivation', 'attention to detail', 'organization', 'problem solving', 'time management', 'ability to work under pressure']","Recruitment, Education, Wales, Senior Recruitment Manager, Area Manager, Established/Senior Recruitment Consultants, REC, NPS, Learning, HR, Finance, Payroll, Applicant Tracking System (ATS), Headhunting, Resumes, Microsoft Office Suite, Verbal communication, Written communication, Team work, Selfmotivation, Attention to detail, Organization, Problem Solving, Time Management, Ability to Work Under Pressure, Meet Deadlines and Targets, £35000£40000 per annum plus commission (OTE £3547k+), 33 days of holiday per annum (including bank holidays), Progression & rewards based on performance, Flexible/hybrid working, Enhanced maternity & paternity pay, Private health insurance (from day one), Significant financial Long Term Service Bonus, Free car parking at our offices, Professional learning & self development budgets, Employer's pension scheme, Paid team social activities",40000.0,40000.0,40000.0
Consulting,Commercial Sales Consultant / Estimator - Insulation,Mid senior,Retail & Service,"['sales', 'construction', 'lead generation', 'market analysis', 'customer service', 'safety compliance', 'sales', 'drivers license', 'drug screening']","Sales, Construction, Lead Generation, Product Knowledge, Market Analysis, Customer Service, Safety Compliance, Sales Experience, Building Materials, Driver's License, Drug Screening, Pay: $60000  $150000 per year",150000.0,150000.0,150000.0
Consulting,Full Time Retail Sales Consultant,Mid senior,Retail Operations,"['communication', 'sales', 'customer service', 'retail', 'cash handling', 'administrative tasks', 'goal tracking', 'high school diploma or equivalent']","Communication, Sales, Customer Service, Retail, Cash Handling, Administrative Tasks, Goal Tracking, High School Diploma or Equivalent, Age 18+, Physical Ability: Standing Bending Walking for Long Periods Lifting 25 Pounds, Transportation and Flexible Availability, Compensation: $12  $17 per Hour",35360.0,35360.0,35360.0
Consulting,"Commercial Energy Consultant-$41,600 Salary Plus Bonuses",Mid senior,Analytical Thinking,"['analytical skills', 'negotiation', 'communication', 'client interaction', 'contract management', 'valid drivers license', 'high school diplomaged', '401k matching', 'dental insurance', 'health insurance', 'vision insurance']","Energy Industry Knowledge, Energy Pricing, Analytical Skills, Energy Data Interpretation, Market Trend Analysis, Financial Metrics, Negotiation Skills, Communication Skills, Client Interaction, Energy Supplier Interaction, Contract Analysis, Contract Management, FastPaced Environment Management, Multiple Client Relationship Management, Commuting, Valid Driver's License, Bilingualism (English/Spanish), High School Diploma/GED, Bonus Pay, Gas Card, 401(k) Matching, Dental Insurance, Health Insurance, Vision Insurance, Monthly Bonus, Quarterly Bonus, 8Hour Shift, Day Shift, Monday to Friday",41600.0,41600.0,41600.0
Consulting,Self Employed Mortgage & Protection Advisor,Mid senior,Business Development & Customer Acquisition,"['mortgage advice', 'financial advice', 'mortgages']","Mortgage Advice, Financial Advice, Mortgages, 1st Mortgages, 2nd Mortgages, Bridging Mortgages, Equity Release Mortgages, Customer Centricity, Client Driven, Self Employed, Mortgage Protection, Client Bank ($50000)",50000.0,50000.0,50000.0
Consulting,"Business Analyst - $21/hr on W2 - Baltimore, MD Onsite",Mid senior,Data & Analytics,"['data analysis', 'sql', 'database management', 'financial services', 'communication', 'communication', 'teamwork', 'learning agility', 'microsoft office', 'pressure management']","Data analysis, SQL, Database management, Macro programming, Financial services knowledge, Verbal communication, Written communication, Teamwork, Learning agility, Result orientation, Microsoft Office Suite, Pressure management",43680.0,43680.0,43680.0
Consulting,Digital Marketing Advisor,Associate,Collaboration,"['digital marketing', 'marketing strategy', 'english language proficiency']","Digital Marketing, Media Buying, Performance Optimization, Marketing Strategy, Media Buying, CitizenCentric Approach, Ontario Public Service, Temporary role (up to 12 months), English language proficiency, Salary: $70820.00  $102046.00 Per Year",102046.0,102046.0,102046.0
Consulting,Sales Consultant - Solar,Mid senior,Finance & Investments,"['inhome sales', 'phone sales', 'lead generation', 'canvassing', 'customer needs analysis', 'rapport building', 'computer applications', 'client communication', 'client relationship management', 'training', 'willingness to travel', 'computer proficiency', 'health insurance', 'dental insurance', 'vision insurance', '401k savings plan', 'career growth opportunities']","Inhome sales, Phone sales, Lead generation, Outbound marketing, Canvassing, Events/shows, Site analysis, Electricity usage analysis, Customer needs analysis, Rapport building, Computer applications, Appbased applications, CRM (Customer Relationship Management), Client communication, Client relationship management, Project status updates, Weekly sales calls, Monthly sales meetings, Training, Work experience (2+ years), Selfgenerating leads, Willingness to travel, Technical soundness, Numerical analysis, Technology analysis, Computer proficiency, CRM tool experience, Bilingualism (plus), Working age (18+), Competitive commission, High earnings ($80K200K+), Health insurance, Dental insurance, Vision insurance, 401(k) savings plan, Career growth opportunities, Life insurance (available)",80000.0,80000.0,80000.0
Consulting,Tax: Tax Accounting and Risk Advisory Services: Senior: East Region,Mid senior,Analytical Thinking,"['tax accounting', 'process and controls enhancement', 'key risks identification', 'prioritization', 'monitoring', 'remediation', 'asc 740', 'ias 12', 'corporate tax planning', 'compliance', 'federal income taxation', 'analytical skills', 'communication', 'communication', 'communication', 'problem solving', 'attention to detail', 'bachelors degree', 'mst', 'macc', 'jd', 'professional services', 'medical and dental coverage', 'pension and 401k plans', 'flexible vacation policy', 'ey paid holidays', 'wintersummer breaks', 'personalfamily care', 'leaves of absence', 'continuous learning', 'transformative leadership', 'insights', 'coaching', 'confidence', 'diverse and inclusive culture', 'equal opportunity employer']","Tax Accounting, Tax Provision Preparation, Process and Controls Enhancement, Key Risks Identification, Prioritization, Monitoring, Remediation, ASC 740, IAS 12, Corporate Tax Planning, Compliance, Federal Income Taxation, Analytical Skills, Written Communication Skills, Verbal Communication Skills, Interpersonal Skills, ProblemSolving Ability, Attention to Detail, Travel 50%+, Bachelor's Degree, MST, MAcc, JD, LLM, Certified Public Accountant (CPA) License, Active State Bar Membership, Professional Services Experience, Tax Organization Experience, Law Firm Experience, IRS Experience, Strong Tax and Tax Accounting Knowledge, Ability to Team and Motivate Others, Skills to Manage Large Engagements, Build Meaningful Relationships, Comprehensive Compensation and Benefits Package, PerformanceBased Rewards, Recognition for Value Brought to the Business, Salary Range: $70200 to $115900 (Most Geographic Locations in the US), Salary Range: $84200 to $131800 (New York City Metro Area Washington State and California), Medical and Dental Coverage, Pension and 401(k) Plans, Paid Time Off Options, Flexible Vacation Policy, EY Paid Holidays, Winter/Summer Breaks, Personal/Family Care, Leaves of Absence, Continuous Learning, Tools and Flexibility for Meaningful Impact, Transformative Leadership, Insights, Coaching, Confidence, Diverse and Inclusive Culture, Equal Opportunity Employer, Reasonable Accommodations for Individuals with Disabilities",84200.0,131800.0,108000.0
Consulting,Sales Consultant,Mid senior,Retail & Service,"['sales', 'customer service', 'retail sales']","Sales experience, Customer service, Building customer relationships, Communication and listening skills, Retail sales experience, Ability to connect with customers, Building trust and fostering relationships, Flexibility in work schedule, Generuous paid time off & holiday pay, Opportunity for advancement, Competitive medical dental & vision plans, Disability and life company paid, 401k plan with company match, Employee purchase discounts up to 75%, Employee referral bonus, $17.50/hr plus monthly incentive and potential bonus",36400.0,36400.0,36400.0
Consulting,Senior Functional Consultant Microsoft BC-Remote -120k-150k,Mid senior,Teamwork,"['erp systems', 'manufacturing', 'gaap', 'public accounting', 'design', 'development', 'proposals', 'project plans', 'process improvement', 'project management', 'mentorship', 'problem solving', 'written and verbal communication', 'teamwork', 'bachelors degree', 'remote work']","Dynamics 365 Business Central, ERP systems, Manufacturing, Supply chain/distribution, GAAP, Public accounting, Design, Development, Functional solutions, Proposals, ERP functional consultants, Business/functional ERP requirements, Project plans, Process improvement, Accounting best practices, Project management, Mentorship, Problemsolving, Written and verbal communication, Teamwork, Junior staff management, Bachelor's Degree, 5+ years of experience implementing and supporting Dynamics NAV/Business Central, 10+ years of experience implementing and supporting ERP systems, Ability to work collaboratively strategically and with good judgement, Remote work",120000.0,150000.0,135000.0
Consulting,Recruitment Consultant for top Fin-Rec Start Up,Mid senior,Finance & Investments,"['lead generation', 'sourcing', 'screening', 'business growth', 'bachelors degree preferred', 'analytical thinking', 'relationship building', 'career progression', 'flexible working', 'hybrid working']","360 Recruitment, Lead Generation, Client Outreach, Hiring Manager Meetings, Brief Understanding, Recruitment Strategy, Recruitment Process Management, Sourcing, Screening, Post Placement FollowUp, Candidate Selection, Business Growth, Market Expertise, Brand Ambassadorship, Networking Events, CRM Utilization, Networking Tools, Right to Work in UK, Bachelor's Degree (Preferred), Analytical Thinking, SolutionFocused Mindset, Competitive Team Player, MoneyMotivated, ClientCentric, Relationship Building, Exceptional Experience, CareerDriven, Recruitment Track Record, £100k OTE in First Year, Monthly Awards, Quarterly VIP Lunch Clubs, CrossSelling Awards, Business Development Bonuses, Career Progression, Annual Bonuses, Private Pension, Flexible Working, Hybrid Working, Summer Parties, Christmas Party, Annual Awards, 25 Days Annual Leave, Subsidized Gym Membership, Birthday Day Off",100000.0,100000.0,100000.0
Consulting,Service Advisor,Mid senior,Attention to Detail,"['service advisor', 'customer service', 'sales', 'upselling', 'automotive repair', 'communication', 'teamwork', 'time management', 'problem solving', 'attention to detail']","Service Advisor, Customer service, Sales, Upselling, Automotive repair, Communication, Teamwork, Time management, Problemsolving, Attention to detail, 4 day work week, Basic salary: £30500, OTE: £33000, 33 days of annual leave, Access to Evolution Management Development program, Enhanced maternity and paternity leave, Share incentive scheme, Online rewards platform, Preferential service rates, Colleague purchase scheme",33000.0,33000.0,33000.0
Consulting,Vacation Sales Consultant ($70k-$165k) - Jan. Start,Mid senior,Leadership,"['sales', 'customer service', 'communication', 'persuasion', 'presentation', 'time management', 'sales training', 'real estate license', 'holidays', 'travel', 'hospitality', 'sales management', 'training', 'coaching', 'leadership', 'mentoring', 'compensation', 'benefits', 'tuition assistance']","Sales, Customer Service, Communication Skills, Persuasion, Presentation Skills, Time Management, Sales Training, Real Estate License, NV Timeshare License, NV Real Estate License, Holidays, Travel, Hospitality, Sales Management, Training, Coaching, Leadership, Mentoring, Referral Programs, Compensation, Benefits, Tuition Assistance, Online Learning, Language Courses, Charity Support",70000.0,165000.0,117500.0
Consulting,Energy & Utilities - Quantitative Energy Analytics Consultant,Associate,MS Office,"['quantitative analysis', 'data analytics', 'renewables', 'coding', 'energy', 'python', 'r', 'c', 'aws', 'azure', 'bachelors degree', 'computer science', 'economics', 'engineering', 'mathematics', 'statistics', 'advanced degree', 'marketing', 'team environment', 'microsoft office', 'word', 'powerpoint', 'excel', 'health savings account', '401k savings plan', 'paid holidays']","Energy analytics, Quantitative analysis, Fundamentals experience, Energy infrastructure investment, Expert witness testimony, Data analytics, Advanced statistical analysis, Energy infrastructure markets, Power, Natural gas, Renewables, Energy market dynamics, Model development, Coding, Quantitative research tasks, Energy, Ancillary services, Capacity markets, Clean energy policies, Production Cost Modeling, Python, R, C#, Julia, AWS, Azure, Cloud based computing services, Object oriented programming, Advanced proficiency, Bachelor's degree, Computer science, Economics, Engineering, Mathematics, Statistics, Advanced degree, Energy market analysis, Fundamentals research, Trading, Marketing, Origination, High attention to detail, Team environment, Microsoft Office Suite, Word, PowerPoint, Excel, Group medical insurance, Health Savings Account, Teladoc, Informed Nurse line resources, Long term care plan, Group dental insurance, Vision plan, 401(k) Savings Plan, Commuter and Parking taxsavings benefit, Paid vacation days, Paid Holidays, Paid sick days, Company and Voluntary income protection benefits, Gym and health incentive reimbursement, Pet and legal insurance Plans, Employee Assistance Plan, Annual performancebased bonus, Colorado Salary Range: Low: $ 96000  High: $180000",180000.0,180000.0,180000.0
Consulting,Pest Control Advisor,Mid senior,Retail & Service,[],"IPM programs, Field scouting, Chemical efficacy evaluation, Pesticide application coordination, Chemical inventory management, Field scout management, Pest control operations coordination, Fleet safety program compliance, PCA license, BS in agriculture or plant science, Valid California driver's license with clean DMV record, Physical stamina for walking standing climbing and reaching, Ability to lift and move weights up to 50 pounds, Ability to work in extreme weather conditions and dusty or muddy environments, $90000 to $120000 salary, Paid time off and sick leave, Industryleading health dental and vision insurance, 401(k) retirement with matching contributions",90000.0,120000.0,105000.0
Consulting,HR Advisor,Mid senior,Analytical Thinking,"['human resources', 'hr policies', 'employee relations', 'performance management', 'recruitment', 'employment law', 'communication', 'analytical skills', 'organization', 'collaborative', 'independent work', 'fastpaced environment', 'time management']","Human Resources, HR Policies, Employee Relations, Performance Management, Employee Satisfaction, Recruitment, HR Programs, Employment Law, HR Best Practices, Communication Skills, Analytical Skills, Organisational Skills, Collaborative Skills, Independent Work, Fastpaced Environment, Time Management, Prioritisation, £25000 DOE",25000.0,25000.0,25000.0
Consulting,Vacation Sales Consultant-Owner Line ($125k-$300k) Feb 2024,Mid senior,Retail & Service,"['customer service', 'sales', 'ability to build relationships', 'goaloriented']","Customer service skills, Sales skills, Timeshare Sales Agent/TN State Real Estate license or ability to obtain one, Persuasive interpersonal skills, Strong oral communication skills, Ability to build relationships, Coaching and action planning skills, Ability to explain features and benefits of products, Ability to deliver excellent customer service, Goaloriented, Selfdirected, Ability to pursue continuous improvement, Ability to work weekends and most holidays",125000.0,300000.0,212500.0
Consulting,"Managing Consultant - Energy, Sustainability, & Infrastructure",Mid senior,Attention to Detail,"['energy efficiency', 'sustainability', 'renewable energy', 'data analytics', 'client service', 'project management', 'problem solving', 'statistical analysis', 'economic analysis', 'spreadsheets', 'microsoft excel', 'microsoft word', 'microsoft powerpoint', 'sap', 'tableau', 'power bi', 'salesforce', 'customer relationship management crm', 'business strategy', 'business management', 'project management', 'leadership', 'communication', 'teamwork', 'attention to detail', 'creative problemsolving', 'data visualization', 'storytelling']","Energy efficiency, Sustainability, Renewable energy, Electric transmission, Electric distribution, Energy storage, Electric transportation, Data analytics, Client service, Project management, Problemsolving, Statistical analysis, Economic analysis, Spreadsheets, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Excel modeling, R programming, Python programming, SAP, Tableau, Power BI, Salesforce, Customer relationship management (CRM), Business strategy, Business management, Project management, Leadership, Communication, Teamwork, Attention to detail, Creative problemsolving, Data visualization, Storytelling, Salary: $98400.00$196900.00",196900.0,196900.0,196900.0
Consulting,Solar Sales Consultant,Mid senior,Sales,"['sales', 'outside sales', 'solar', 'willingness to learn', 'health dental and vision insurance', 'paid time off']","Sales experience, Outside sales, Solar experience, Willingness to learn, Base salary plus commission, 401k match program, Health Dental and Vision insurance, Paid Time Off, Base salary + uncapped commission (OTE $100000$250000)",250000.0,250000.0,250000.0
Consulting,Consultant Psychiatrist,Mid senior,Leadership,"['psychiatry', 'multidisciplinary teams', 'appraisal', 'free meals', 'wellbeing support', 'career development', 'training', 'pension contribution', 'life assurance', 'enhanced maternity package']","Psychiatry, Mental state review, Physical health screening, ECG, Blood draws, Collateral history, Discharge letters, Mental health review tribunals, Hospital Managers hearing reports, Multidisciplinary teams, Forensic psychiatry, GMC accreditation, Appraisal, RITA, Salary up to £150000 per annum, 37.5 hours per week, Annual leave plus birthday off, Free meals, Parking, Wellbeing support, Career development, Training, Pension contribution, Life Assurance, Enhanced Maternity Package",150000.0,150000.0,150000.0
Consulting,Investment Sales Consultant,Mid senior,Sales,"['sales', 'communication']","Sales, Property Investment, Knowledge of Properties and Areas, Communication Skills, Articulate Demeanour, OTE of at least £80000",80000.0,80000.0,80000.0
Consulting,"Commercial Energy Consultant-$41,600 Base Plus Bonuses",Mid senior,Analytical Thinking,"['sales', 'client relationship management', 'contract management', 'negotiation', 'market research', 'analytical skills', 'data interpretation', 'client management', 'time management', 'attention to detail', 'communication', 'ms office suite', 'google', 'salesforce']","Sales, Client Relationship Management, Energy Analysis, Contract Management, Negotiation, Market Research, Energy Pricing, Analytical Skills, Data Interpretation, Client Management, Time Management, Attention to Detail, Communication Skills, MS Office Suite, Google, Salesforce",41600.0,41600.0,41600.0
Consulting,"Manager, Employee Relations and Ops Consultants",Mid senior,Data & Analytics,"['human resources', 'employee relations', 'performance management', 'data analysis', 'life insurance', 'paid time off', 'tuition reimbursement']","Human Resources, Employee Relations, Performance Management, Labour Relations, DEI, Data Analysis, Local State Federal Laws, Shared Services, PHR/SPHR, Master's in Business, Salary Range: $59.18  $88.77 /hr, Medical Dental Vision Plans, 403(b), Life Insurance, Paid Time Off, Tuition Reimbursement",184641.6,184641.6,184641.6
Consulting,"Recruitment Consultant - Maidenhead - £23,000 - £45,000",Mid senior,Negotiation,"['recruitment', 'sales', 'negotiation', 'team collaboration', 'resilience', 'targetdriven', 'client relationship building']","Recruitment, Sales, Negotiation, Team Collaboration, Resilience, Targetdriven, Money Motivation, Candidate Relationship Building, Client Relationship Building",23000.0,45000.0,34000.0
Consulting,"Rehabilitation Consultant | Super Salary | Up To $120,000 |",Mid senior,MS Office,"['workers compensation', 'case management', 'multidisciplinary team', 'injury management', 'multidisciplinary team', 'microsoft office', 'laptop']","Occupational Rehabilitation, Workers Compensation, MotorVehicle Insurance claims, Case management, Rehabilitation programs, Return to Work (RTW), Workplace Job Analysis, Functional & Ergonomic Assessments, ADL, Vocational & Psychological Assessments, Project work, Multidisciplinary team, Rehabilitation Counsellor (ASORC), Exercise Physiologist (ESSA), Psychologist (AHPRA), Occupational Therapist (AHPRA), Physiotherapist (AHPRA), Nurse (AHPRA), Injury Management, Proactive Injury Management, Multidisciplinary team, Workplace rehabilitation experience, Microsoft Office Suite, Laptop, Mobile phone, Travel allowance",120000.0,120000.0,120000.0
